0.0,0.5,0,0,0,1.5187538229641788,29.661727272614677
0.0,0.5,0,0,1,1.5038286229792717,29.59249999994729
0.0,0.5,0,0,5,1.4718238229847125,29.548409090856378
0.0,0.5,0,0,10,1.4534922629816676,29.542227272674555
0.0,0.5,0,1,0,1.396296852984905,28.697772727217394
0.0,0.5,0,1,1,1.3813716529999998,28.62854545454545
0.0,0.5,0,1,5,1.3493668392860543,28.584454545454513
0.0,0.5,0,1,10,1.3436200929999969,28.622363636363612
0.0,0.5,0,5,0,1.2652872149849042,26.09768181812648
0.0,0.5,0,5,1,1.2469496849999997,26.96927272727272
0.0,0.5,0,5,5,1.2469496849999995,26.96927272727272
0.0,0.5,0,5,10,1.246949684999999,26.969272727272674
0.0,0.5,0,10,0,1.2652872149849053,26.09768181812649
0.0,0.5,0,10,1,1.246949681822021,26.969272703237184
0.0,0.5,0,10,5,1.246949685,26.969272727272724
0.0,0.5,0,10,10,1.246949684672005,26.969272714148726
0.0,0.5,1,0,0,1.4679336470715671,29.234227272666114
0.0,0.5,1,0,1,1.4530084470869915,29.1649999999983
0.0,0.5,1,0,5,1.4312399554991613,29.120909090897445
0.0,0.5,1,0,10,1.4154053554991615,29.14034090907926
0.0,0.5,1,1,0,1.3454766770716364,28.2702727272174
0.0,0.5,1,1,1,1.3305514697925522,28.201045411709075
0.0,0.5,1,1,5,1.3096163749401282,28.156954545454543
0.0,0.5,1,1,10,1.3100950893473131,28.150772727272727
0.0,0.5,1,5,0,1.2406320046515715,26.654515151459815
0.0,0.5,1,5,1,1.230040437086731,26.522909090909085
0.0,0.5,1,5,5,1.2269868364352468,26.621045443536925
0.0,0.5,1,5,10,1.2269868370867305,26.62104545454542
0.0,0.5,1,10,0,1.2406320046515718,26.654515151459826
0.0,0.5,1,10,1,1.2300404370867313,26.522909090909085
0.0,0.5,1,10,5,1.2269868370867314,26.62104545454545
0.0,0.5,1,10,10,1.2269868370867314,26.621045454545456
0.0,0.5,5,0,0,1.3282017080000004,27.885227272727278
0.0,0.5,5,0,1,1.3140411654991606,27.91284090907927
0.0,0.5,5,0,5,1.2990669654991613,27.86874999998836
0.0,0.5,5,0,10,1.2990669654991613,27.868749999988356
0.0,0.5,5,1,0,1.235838147999999,27.187068181818166
0.0,0.5,5,1,1,1.230148961333332,27.190893939393938
0.0,0.5,5,1,5,1.2301489613333334,27.190893939393938
0.0,0.5,5,1,10,1.230148961333333,27.190893939393938
0.0,0.5,5,5,0,1.2144248963182385,26.409439393884057
0.0,0.5,5,5,1,1.1978001130000004,26.3485454545455
0.0,0.5,5,5,5,1.197800113000005,26.348545454545658
0.0,0.5,5,5,10,1.1978001129999996,26.348545454545455
0.0,0.5,5,10,0,1.2144248963182385,26.409439393884064
0.0,0.5,5,10,1,1.1978001130000004,26.348545454545455
0.0,0.5,5,10,5,1.1978001129999996,26.348545454545455
0.0,0.5,5,10,10,1.1978001129999998,26.348545454545455
0.0,0.5,10,0,0,1.2552028652213834,27.041540404028762
0.0,0.5,10,0,1,1.2532035171658276,27.07970959594795
0.0,0.5,10,0,5,1.2532035171658278,27.079709595947953
0.0,0.5,10,0,10,1.2532035171658278,27.079709595947953
0.0,0.5,10,1,0,1.232956957990188,27.09434090909091
0.0,0.5,10,1,1,1.2293089113333318,27.22316666666666
0.0,0.5,10,1,5,1.2293033863333327,27.222522727272725
0.0,0.5,10,1,10,1.229303386333333,27.222522727272725
0.0,0.5,10,5,0,1.2144248963182385,26.409439393884064
0.0,0.5,10,5,1,1.1978001129999993,26.348545454545448
0.0,0.5,10,5,5,1.1978001129999996,26.348545454545455
0.0,0.5,10,5,10,1.197800113,26.348545454545455
0.0,0.5,10,10,0,1.2144248963182387,26.409439393884064
0.0,0.5,10,10,1,1.1978001129999996,26.348545454545448
0.0,0.5,10,10,5,1.1978001129999996,26.348545454545455
0.0,0.5,10,10,10,1.1978001129999998,26.348545454545448
0.0,1.0,0,0,0,1.5187538229641788,29.661727272614677
0.0,1.0,0,0,1,1.5038286229792717,29.59249999994729
0.0,1.0,0,0,5,1.4718238229847131,29.548409090856378
0.0,1.0,0,0,10,1.4534922629816664,29.542227272674562
0.0,1.0,0,1,0,1.396296852984905,28.697772727217394
0.0,1.0,0,1,1,1.3813716428273723,28.62854539480485
0.0,1.0,0,1,5,1.3493668529999971,28.584454545454523
0.0,1.0,0,1,10,1.3310352929999962,28.578272727272694
0.0,1.0,0,5,0,1.0997276169849048,25.537045454490116
0.0,1.0,0,5,1,1.0905384170000005,25.499636363636366
0.0,1.0,0,5,5,1.0890301975641827,25.401636363631273
